Date,Company,Close
2023-01-03,AAPL,125.06999969482422
2023-01-04,AAPL,126.36000061035156
2023-01-05,AAPL,125.0199966430664
2023-01-06,AAPL,129.6199951171875
2023-01-09,AAPL,130.14999389648438
2023-01-10,AAPL,130.72999572753906
2023-01-11,AAPL,133.49000549316406
2023-01-12,AAPL,133.41000366210938
2023-01-13,AAPL,134.75999450683594
2023-01-17,AAPL,135.94000244140625
2023-01-18,AAPL,135.2100067138672
2023-01-19,AAPL,135.27000427246094
2023-01-20,AAPL,137.8699951171875
2023-01-23,AAPL,141.11000061035156
2023-01-24,AAPL,142.52999877929688
2023-01-25,AAPL,141.86000061035156
2023-01-26,AAPL,143.9600067138672
2023-01-27,AAPL,145.92999267578125
2023-01-30,AAPL,143.0
2023-01-31,AAPL,144.2899932861328
2023-02-01,AAPL,145.42999267578125
2023-02-02,AAPL,150.82000732421875
2023-02-03,AAPL,154.5
2023-02-06,AAPL,151.72999572753906
2023-02-07,AAPL,154.64999389648438
2023-02-08,AAPL,151.9199981689453
2023-02-09,AAPL,150.8699951171875
2023-02-10,AAPL,151.00999450683594
2023-02-13,AAPL,153.85000610351562
2023-02-14,AAPL,153.1999969482422
2023-02-15,AAPL,155.3300018310547
2023-02-16,AAPL,153.7100067138672
2023-02-17,AAPL,152.5500030517578
2023-02-21,AAPL,148.47999572753906
2023-02-22,AAPL,148.91000366210938
2023-02-23,AAPL,149.39999389648438
2023-02-24,AAPL,146.7100067138672
2023-02-27,AAPL,147.9199981689453
2023-02-28,AAPL,147.41000366210938
2023-03-01,AAPL,145.30999755859375
2023-03-02,AAPL,145.91000366210938
2023-03-03,AAPL,151.02999877929688
2023-03-06,AAPL,153.8300018310547
2023-03-07,AAPL,151.60000610351562
2023-03-08,AAPL,152.8699951171875
2023-03-09,AAPL,150.58999633789062
2023-03-10,AAPL,148.5
2023-03-13,AAPL,150.47000122070312
2023-03-14,AAPL,152.58999633789062
2023-03-15,AAPL,152.99000549316406
2023-03-16,AAPL,155.85000610351562
2023-03-17,AAPL,155.0
2023-03-20,AAPL,157.39999389648438
2023-03-21,AAPL,159.27999877929688
2023-03-22,AAPL,157.8300018310547
2023-03-23,AAPL,158.92999267578125
2023-03-24,AAPL,160.25
2023-03-27,AAPL,158.27999877929688
2023-03-28,AAPL,157.64999389648438
2023-03-29,AAPL,160.77000427246094
2023-03-30,AAPL,162.36000061035156
2023-03-31,AAPL,164.89999389648438
2023-04-03,AAPL,166.1699981689453
2023-04-04,AAPL,165.6300048828125
2023-04-05,AAPL,163.75999450683594
2023-04-06,AAPL,164.66000366210938
2023-04-10,AAPL,162.02999877929688
2023-04-11,AAPL,160.8000030517578
2023-04-12,AAPL,160.10000610351562
2023-04-13,AAPL,165.55999755859375
2023-04-14,AAPL,165.2100067138672
2023-04-17,AAPL,165.22999572753906
2023-04-18,AAPL,166.47000122070312
2023-04-19,AAPL,167.6300048828125
2023-04-20,AAPL,166.64999389648438
2023-04-21,AAPL,165.02000427246094
2023-04-24,AAPL,165.3300018310547
2023-04-25,AAPL,163.77000427246094
2023-04-26,AAPL,163.75999450683594
2023-04-27,AAPL,168.41000366210938
2023-04-28,AAPL,169.67999267578125
2023-05-01,AAPL,169.58999633789062
2023-05-02,AAPL,168.5399932861328
2023-05-03,AAPL,167.4499969482422
2023-05-04,AAPL,165.7899932861328
2023-05-05,AAPL,173.57000732421875
2023-05-08,AAPL,173.5
2023-05-09,AAPL,171.77000427246094
2023-05-10,AAPL,173.55999755859375
2023-05-11,AAPL,173.75
2023-05-12,AAPL,172.57000732421875
2023-05-15,AAPL,172.07000732421875
2023-05-16,AAPL,172.07000732421875
2023-05-17,AAPL,172.69000244140625
2023-05-18,AAPL,175.0500030517578
2023-05-19,AAPL,175.16000366210938
2023-05-22,AAPL,174.1999969482422
2023-05-23,AAPL,171.55999755859375
2023-05-24,AAPL,171.83999633789062
2023-05-25,AAPL,172.99000549316406
2023-05-26,AAPL,175.42999267578125
2023-05-30,AAPL,177.3000030517578
2023-05-31,AAPL,177.25
2023-06-01,AAPL,180.08999633789062
2023-06-02,AAPL,180.9499969482422
2023-06-05,AAPL,179.5800018310547
2023-06-06,AAPL,179.2100067138672
2023-06-07,AAPL,177.82000732421875
2023-06-08,AAPL,180.57000732421875
2023-06-09,AAPL,180.9600067138672
2023-06-12,AAPL,183.7899932861328
2023-06-13,AAPL,183.30999755859375
2023-06-14,AAPL,183.9499969482422
2023-06-15,AAPL,186.00999450683594
2023-06-16,AAPL,184.9199981689453
2023-06-20,AAPL,185.00999450683594
2023-06-21,AAPL,183.9600067138672
2023-06-22,AAPL,187.0
2023-06-23,AAPL,186.67999267578125
2023-06-26,AAPL,185.27000427246094
2023-06-27,AAPL,188.05999755859375
2023-06-28,AAPL,189.25
2023-06-29,AAPL,189.58999633789062
2023-06-30,AAPL,193.97000122070312
2023-07-03,AAPL,192.4600067138672
2023-07-05,AAPL,191.3300018310547
2023-07-06,AAPL,191.80999755859375
2023-07-07,AAPL,190.67999267578125
2023-07-10,AAPL,188.61000061035156
2023-07-11,AAPL,188.0800018310547
2023-07-12,AAPL,189.77000427246094
2023-07-13,AAPL,190.5399932861328
2023-07-14,AAPL,190.69000244140625
2023-07-17,AAPL,193.99000549316406
2023-07-18,AAPL,193.72999572753906
2023-07-19,AAPL,195.10000610351562
2023-07-20,AAPL,193.1300048828125
2023-07-21,AAPL,191.94000244140625
2023-07-24,AAPL,192.75
2023-07-25,AAPL,193.6199951171875
2023-07-26,AAPL,194.5
2023-07-27,AAPL,193.22000122070312
2023-07-28,AAPL,195.8300018310547
2023-07-31,AAPL,196.4499969482422
2023-08-01,AAPL,195.61000061035156
2023-08-02,AAPL,192.5800018310547
2023-08-03,AAPL,191.1699981689453
2023-08-04,AAPL,181.99000549316406
2023-08-07,AAPL,178.85000610351562
2023-08-08,AAPL,179.8000030517578
2023-08-09,AAPL,178.19000244140625
2023-08-10,AAPL,177.97000122070312
2023-08-11,AAPL,177.7899932861328
2023-08-14,AAPL,179.4600067138672
2023-08-15,AAPL,177.4499969482422
2023-08-16,AAPL,176.57000732421875
2023-08-17,AAPL,174.0
2023-08-18,AAPL,174.49000549316406
2023-08-21,AAPL,175.83999633789062
2023-08-22,AAPL,177.22999572753906
2023-08-23,AAPL,181.1199951171875
2023-08-24,AAPL,176.3800048828125
2023-08-25,AAPL,178.61000061035156
2023-08-28,AAPL,180.19000244140625
2023-08-29,AAPL,184.1199951171875
2023-08-30,AAPL,187.64999389648438
2023-08-31,AAPL,187.8699951171875
2023-09-01,AAPL,189.4600067138672
2023-09-05,AAPL,189.6999969482422
2023-09-06,AAPL,182.91000366210938
2023-09-07,AAPL,177.55999755859375
2023-09-08,AAPL,178.17999267578125
2023-09-11,AAPL,179.36000061035156
2023-09-12,AAPL,176.3000030517578
2023-09-13,AAPL,174.2100067138672
2023-09-14,AAPL,175.74000549316406
2023-09-15,AAPL,175.00999450683594
2023-09-18,AAPL,177.97000122070312
2023-09-19,AAPL,179.07000732421875
2023-09-20,AAPL,175.49000549316406
2023-09-21,AAPL,173.92999267578125
2023-09-22,AAPL,174.7899932861328
2023-09-25,AAPL,176.0800018310547
2023-09-26,AAPL,171.9600067138672
2023-09-27,AAPL,170.42999267578125
2023-09-28,AAPL,170.69000244140625
2023-09-29,AAPL,171.2100067138672
2023-10-02,AAPL,173.75
2023-10-03,AAPL,172.39999389648438
2023-10-04,AAPL,173.66000366210938
2023-10-05,AAPL,174.91000366210938
2023-10-06,AAPL,177.49000549316406
2023-10-09,AAPL,178.99000549316406
2023-10-10,AAPL,178.38999938964844
2023-10-11,AAPL,179.8000030517578
2023-10-12,AAPL,180.7100067138672
2023-10-13,AAPL,178.85000610351562
2023-10-16,AAPL,178.72000122070312
2023-10-17,AAPL,177.14999389648438
2023-10-18,AAPL,175.83999633789062
2023-10-19,AAPL,175.4600067138672
2023-10-20,AAPL,172.8800048828125
2023-10-23,AAPL,173.0
2023-10-24,AAPL,173.44000244140625
2023-10-25,AAPL,171.10000610351562
2023-10-26,AAPL,166.88999938964844
2023-10-27,AAPL,168.22000122070312
2023-10-30,AAPL,170.2899932861328
2023-10-31,AAPL,170.77000427246094
2023-11-01,AAPL,173.97000122070312
2023-11-02,AAPL,177.57000732421875
2023-11-03,AAPL,176.64999389648438
2023-11-06,AAPL,179.22999572753906
2023-11-07,AAPL,181.82000732421875
2023-11-08,AAPL,182.88999938964844
2023-11-09,AAPL,182.41000366210938
2023-11-10,AAPL,186.39999389648438
2023-11-13,AAPL,184.8000030517578
2023-11-14,AAPL,187.44000244140625
2023-11-15,AAPL,188.00999450683594
2023-11-16,AAPL,189.7100067138672
2023-11-17,AAPL,189.69000244140625
2023-11-20,AAPL,191.4499969482422
2023-11-21,AAPL,190.63999938964844
2023-11-22,AAPL,191.30999755859375
2023-11-24,AAPL,189.97000122070312
2023-11-27,AAPL,189.7899932861328
2023-11-28,AAPL,190.39999389648438
2023-11-29,AAPL,189.3699951171875
2023-11-30,AAPL,189.9499969482422
2023-12-01,AAPL,191.24000549316406
2023-12-04,AAPL,189.42999267578125
2023-12-05,AAPL,193.4199981689453
2023-12-06,AAPL,192.32000732421875
2023-12-07,AAPL,194.27000427246094
2023-12-08,AAPL,195.7100067138672
2023-12-11,AAPL,193.17999267578125
2023-12-12,AAPL,194.7100067138672
2023-12-13,AAPL,197.9600067138672
2023-12-14,AAPL,198.11000061035156
2023-12-15,AAPL,197.57000732421875
2023-12-18,AAPL,195.88999938964844
2023-12-19,AAPL,196.94000244140625
2023-12-20,AAPL,194.8300018310547
2023-12-21,AAPL,194.67999267578125
2023-12-22,AAPL,193.60000610351562
2023-12-26,AAPL,193.0500030517578
2023-12-27,AAPL,193.14999389648438
2023-12-28,AAPL,193.5800018310547
2023-12-29,AAPL,192.52999877929688
2023-01-03,AMZN,85.81999969482422
2023-01-04,AMZN,85.13999938964844
2023-01-05,AMZN,83.12000274658203
2023-01-06,AMZN,86.08000183105469
2023-01-09,AMZN,87.36000061035156
2023-01-10,AMZN,89.87000274658203
2023-01-11,AMZN,95.08999633789062
2023-01-12,AMZN,95.2699966430664
2023-01-13,AMZN,98.12000274658203
2023-01-17,AMZN,96.05000305175781
2023-01-18,AMZN,95.45999908447266
2023-01-19,AMZN,93.68000030517578
2023-01-20,AMZN,97.25
2023-01-23,AMZN,97.5199966430664
2023-01-24,AMZN,96.31999969482422
2023-01-25,AMZN,97.18000030517578
2023-01-26,AMZN,99.22000122070312
2023-01-27,AMZN,102.23999786376953
2023-01-30,AMZN,100.55000305175781
2023-01-31,AMZN,103.12999725341797
2023-02-01,AMZN,105.1500015258789
2023-02-02,AMZN,112.91000366210938
2023-02-03,AMZN,103.38999938964844
2023-02-06,AMZN,102.18000030517578
2023-02-07,AMZN,102.11000061035156
2023-02-08,AMZN,100.05000305175781
2023-02-09,AMZN,98.23999786376953
2023-02-10,AMZN,97.61000061035156
2023-02-13,AMZN,99.54000091552734
2023-02-14,AMZN,99.69999694824219
2023-02-15,AMZN,101.16000366210938
2023-02-16,AMZN,98.1500015258789
2023-02-17,AMZN,97.19999694824219
2023-02-21,AMZN,94.58000183105469
2023-02-22,AMZN,95.79000091552734
2023-02-23,AMZN,95.81999969482422
2023-02-24,AMZN,93.5
2023-02-27,AMZN,93.76000213623047
2023-02-28,AMZN,94.2300033569336
2023-03-01,AMZN,92.16999816894531
2023-03-02,AMZN,92.12999725341797
2023-03-03,AMZN,94.9000015258789
2023-03-06,AMZN,93.75
2023-03-07,AMZN,93.55000305175781
2023-03-08,AMZN,93.91999816894531
2023-03-09,AMZN,92.25
2023-03-10,AMZN,90.7300033569336
2023-03-13,AMZN,92.43000030517578
2023-03-14,AMZN,94.87999725341797
2023-03-15,AMZN,96.19999694824219
2023-03-16,AMZN,100.04000091552734
2023-03-17,AMZN,98.94999694824219
2023-03-20,AMZN,97.70999908447266
2023-03-21,AMZN,100.61000061035156
2023-03-22,AMZN,98.69999694824219
2023-03-23,AMZN,98.70999908447266
2023-03-24,AMZN,98.12999725341797
2023-03-27,AMZN,98.04000091552734
2023-03-28,AMZN,97.23999786376953
2023-03-29,AMZN,100.25
2023-03-30,AMZN,102.0
2023-03-31,AMZN,103.29000091552734
2023-04-03,AMZN,102.41000366210938
2023-04-04,AMZN,103.94999694824219
2023-04-05,AMZN,101.0999984741211
2023-04-06,AMZN,102.05999755859375
2023-04-10,AMZN,102.16999816894531
2023-04-11,AMZN,99.91999816894531
2023-04-12,AMZN,97.83000183105469
2023-04-13,AMZN,102.4000015258789
2023-04-14,AMZN,102.51000213623047
2023-04-17,AMZN,102.73999786376953
2023-04-18,AMZN,102.30000305175781
2023-04-19,AMZN,104.30000305175781
2023-04-20,AMZN,103.80999755859375
2023-04-21,AMZN,106.95999908447266
2023-04-24,AMZN,106.20999908447266
2023-04-25,AMZN,102.56999969482422
2023-04-26,AMZN,104.9800033569336
2023-04-27,AMZN,109.81999969482422
2023-04-28,AMZN,105.44999694824219
2023-05-01,AMZN,102.05000305175781
2023-05-02,AMZN,103.62999725341797
2023-05-03,AMZN,103.6500015258789
2023-05-04,AMZN,104.0
2023-05-05,AMZN,105.66000366210938
2023-05-08,AMZN,105.83000183105469
2023-05-09,AMZN,106.62000274658203
2023-05-10,AMZN,110.19000244140625
2023-05-11,AMZN,112.18000030517578
2023-05-12,AMZN,110.26000213623047
2023-05-15,AMZN,111.19999694824219
2023-05-16,AMZN,113.4000015258789
2023-05-17,AMZN,115.5
2023-05-18,AMZN,118.1500015258789
2023-05-19,AMZN,116.25
2023-05-22,AMZN,115.01000213623047
2023-05-23,AMZN,114.98999786376953
2023-05-24,AMZN,116.75
2023-05-25,AMZN,115.0
2023-05-26,AMZN,120.11000061035156
2023-05-30,AMZN,121.66000366210938
2023-05-31,AMZN,120.58000183105469
2023-06-01,AMZN,122.7699966430664
2023-06-02,AMZN,124.25
2023-06-05,AMZN,125.30000305175781
2023-06-06,AMZN,126.61000061035156
2023-06-07,AMZN,121.2300033569336
2023-06-08,AMZN,124.25
2023-06-09,AMZN,123.43000030517578
2023-06-12,AMZN,126.56999969482422
2023-06-13,AMZN,126.66000366210938
2023-06-14,AMZN,126.41999816894531
2023-06-15,AMZN,127.11000061035156
2023-06-16,AMZN,125.48999786376953
2023-06-20,AMZN,125.77999877929688
2023-06-21,AMZN,124.83000183105469
2023-06-22,AMZN,130.14999389648438
2023-06-23,AMZN,129.3300018310547
2023-06-26,AMZN,127.33000183105469
2023-06-27,AMZN,129.17999267578125
2023-06-28,AMZN,129.0399932861328
2023-06-29,AMZN,127.9000015258789
2023-06-30,AMZN,130.36000061035156
2023-07-03,AMZN,130.22000122070312
2023-07-05,AMZN,130.3800048828125
2023-07-06,AMZN,128.36000061035156
2023-07-07,AMZN,129.77999877929688
2023-07-10,AMZN,127.12999725341797
2023-07-11,AMZN,128.77999877929688
2023-07-12,AMZN,130.8000030517578
2023-07-13,AMZN,134.3000030517578
2023-07-14,AMZN,134.67999267578125
2023-07-17,AMZN,133.55999755859375
2023-07-18,AMZN,132.8300018310547
2023-07-19,AMZN,135.36000061035156
2023-07-20,AMZN,129.9600067138672
2023-07-21,AMZN,130.0
2023-07-24,AMZN,128.8000030517578
2023-07-25,AMZN,129.1300048828125
2023-07-26,AMZN,128.14999389648438
2023-07-27,AMZN,128.25
2023-07-28,AMZN,132.2100067138672
2023-07-31,AMZN,133.67999267578125
2023-08-01,AMZN,131.69000244140625
2023-08-02,AMZN,128.2100067138672
2023-08-03,AMZN,128.91000366210938
2023-08-04,AMZN,139.57000732421875
2023-08-07,AMZN,142.22000122070312
2023-08-08,AMZN,139.94000244140625
2023-08-09,AMZN,137.85000610351562
2023-08-10,AMZN,138.55999755859375
2023-08-11,AMZN,138.41000366210938
2023-08-14,AMZN,140.57000732421875
2023-08-15,AMZN,137.6699981689453
2023-08-16,AMZN,135.07000732421875
2023-08-17,AMZN,133.97999572753906
2023-08-18,AMZN,133.22000122070312
2023-08-21,AMZN,134.67999267578125
2023-08-22,AMZN,134.25
2023-08-23,AMZN,135.52000427246094
2023-08-24,AMZN,131.83999633789062
2023-08-25,AMZN,133.25999450683594
2023-08-28,AMZN,133.13999938964844
2023-08-29,AMZN,134.91000366210938
2023-08-30,AMZN,135.07000732421875
2023-08-31,AMZN,138.00999450683594
2023-09-01,AMZN,138.1199951171875
2023-09-05,AMZN,137.27000427246094
2023-09-06,AMZN,135.36000061035156
2023-09-07,AMZN,137.85000610351562
2023-09-08,AMZN,138.22999572753906
2023-09-11,AMZN,143.10000610351562
2023-09-12,AMZN,141.22999572753906
2023-09-13,AMZN,144.85000610351562
2023-09-14,AMZN,144.72000122070312
2023-09-15,AMZN,140.38999938964844
2023-09-18,AMZN,139.97999572753906
2023-09-19,AMZN,137.6300048828125
2023-09-20,AMZN,135.2899932861328
2023-09-21,AMZN,129.3300018310547
2023-09-22,AMZN,129.1199951171875
2023-09-25,AMZN,131.27000427246094
2023-09-26,AMZN,125.9800033569336
2023-09-27,AMZN,125.9800033569336
2023-09-28,AMZN,125.9800033569336
2023-09-29,AMZN,127.12000274658203
2023-10-02,AMZN,129.4600067138672
2023-10-03,AMZN,124.72000122070312
2023-10-04,AMZN,127.0
2023-10-05,AMZN,125.95999908447266
2023-10-06,AMZN,127.95999908447266
2023-10-09,AMZN,128.25999450683594
2023-10-10,AMZN,129.47999572753906
2023-10-11,AMZN,131.8300018310547
2023-10-12,AMZN,132.3300018310547
2023-10-13,AMZN,129.7899932861328
2023-10-16,AMZN,132.5500030517578
2023-10-17,AMZN,131.47000122070312
2023-10-18,AMZN,128.1300048828125
2023-10-19,AMZN,128.39999389648438
2023-10-20,AMZN,125.16999816894531
2023-10-23,AMZN,126.55999755859375
2023-10-24,AMZN,128.55999755859375
2023-10-25,AMZN,121.38999938964844
2023-10-26,AMZN,119.56999969482422
2023-10-27,AMZN,127.73999786376953
2023-10-30,AMZN,132.7100067138672
2023-10-31,AMZN,133.08999633789062
2023-11-01,AMZN,137.0
2023-11-02,AMZN,138.07000732421875
2023-11-03,AMZN,138.60000610351562
2023-11-06,AMZN,139.74000549316406
2023-11-07,AMZN,142.7100067138672
2023-11-08,AMZN,142.0800018310547
2023-11-09,AMZN,140.60000610351562
2023-11-10,AMZN,143.55999755859375
2023-11-13,AMZN,142.58999633789062
2023-11-14,AMZN,145.8000030517578
2023-11-15,AMZN,143.1999969482422
2023-11-16,AMZN,142.8300018310547
2023-11-17,AMZN,145.17999267578125
2023-11-20,AMZN,146.1300048828125
2023-11-21,AMZN,143.89999389648438
2023-11-22,AMZN,146.7100067138672
2023-11-24,AMZN,146.74000549316406
2023-11-27,AMZN,147.72999572753906
2023-11-28,AMZN,147.02999877929688
2023-11-29,AMZN,146.32000732421875
2023-11-30,AMZN,146.08999633789062
2023-12-01,AMZN,147.02999877929688
2023-12-04,AMZN,144.83999633789062
2023-12-05,AMZN,146.8800048828125
2023-12-06,AMZN,144.52000427246094
2023-12-07,AMZN,146.8800048828125
2023-12-08,AMZN,147.4199981689453
2023-12-11,AMZN,145.88999938964844
2023-12-12,AMZN,147.47999572753906
2023-12-13,AMZN,148.83999633789062
2023-12-14,AMZN,147.4199981689453
2023-12-15,AMZN,149.97000122070312
2023-12-18,AMZN,154.07000732421875
2023-12-19,AMZN,153.7899932861328
2023-12-20,AMZN,152.1199951171875
2023-12-21,AMZN,153.83999633789062
2023-12-22,AMZN,153.4199981689453
2023-12-26,AMZN,153.41000366210938
2023-12-27,AMZN,153.33999633789062
2023-12-28,AMZN,153.3800048828125
2023-12-29,AMZN,151.94000244140625
2023-01-03,GOOGL,89.12000274658203
2023-01-04,GOOGL,88.08000183105469
2023-01-05,GOOGL,86.19999694824219
2023-01-06,GOOGL,87.33999633789062
2023-01-09,GOOGL,88.0199966430664
2023-01-10,GOOGL,88.41999816894531
2023-01-11,GOOGL,91.5199966430664
2023-01-12,GOOGL,91.12999725341797
2023-01-13,GOOGL,92.12000274658203
2023-01-17,GOOGL,91.29000091552734
2023-01-18,GOOGL,91.12000274658203
2023-01-19,GOOGL,93.05000305175781
2023-01-20,GOOGL,98.0199966430664
2023-01-23,GOOGL,99.79000091552734
2023-01-24,GOOGL,97.69999694824219
2023-01-25,GOOGL,95.22000122070312
2023-01-26,GOOGL,97.5199966430664
2023-01-27,GOOGL,99.37000274658203
2023-01-30,GOOGL,96.94000244140625
2023-01-31,GOOGL,98.83999633789062
2023-02-01,GOOGL,100.43000030517578
2023-02-02,GOOGL,107.73999786376953
2023-02-03,GOOGL,104.77999877929688
2023-02-06,GOOGL,102.9000015258789
2023-02-07,GOOGL,107.63999938964844
2023-02-08,GOOGL,99.37000274658203
2023-02-09,GOOGL,95.01000213623047
2023-02-10,GOOGL,94.56999969482422
2023-02-13,GOOGL,94.61000061035156
2023-02-14,GOOGL,94.68000030517578
2023-02-15,GOOGL,96.94000244140625
2023-02-16,GOOGL,95.51000213623047
2023-02-17,GOOGL,94.3499984741211
2023-02-21,GOOGL,91.79000091552734
2023-02-22,GOOGL,91.6500015258789
2023-02-23,GOOGL,90.88999938964844
2023-02-24,GOOGL,89.12999725341797
2023-02-27,GOOGL,89.87000274658203
2023-02-28,GOOGL,90.05999755859375
2023-03-01,GOOGL,90.36000061035156
2023-03-02,GOOGL,92.0
2023-03-03,GOOGL,93.6500015258789
2023-03-06,GOOGL,95.12999725341797
2023-03-07,GOOGL,93.86000061035156
2023-03-08,GOOGL,94.25
2023-03-09,GOOGL,92.31999969482422
2023-03-10,GOOGL,90.62999725341797
2023-03-13,GOOGL,91.11000061035156
2023-03-14,GOOGL,93.97000122070312
2023-03-15,GOOGL,96.11000061035156
2023-03-16,GOOGL,100.31999969482422
2023-03-17,GOOGL,101.62000274658203
2023-03-20,GOOGL,101.22000122070312
2023-03-21,GOOGL,104.91999816894531
2023-03-22,GOOGL,103.37000274658203
2023-03-23,GOOGL,105.5999984741211
2023-03-24,GOOGL,105.44000244140625
2023-03-27,GOOGL,102.45999908447266
2023-03-28,GOOGL,101.02999877929688
2023-03-29,GOOGL,101.38999938964844
2023-03-30,GOOGL,100.88999938964844
2023-03-31,GOOGL,103.7300033569336
2023-04-03,GOOGL,104.36000061035156
2023-04-04,GOOGL,104.72000122070312
2023-04-05,GOOGL,104.47000122070312
2023-04-06,GOOGL,108.41999816894531
2023-04-10,GOOGL,106.44000244140625
2023-04-11,GOOGL,105.3499984741211
2023-04-12,GOOGL,104.63999938964844
2023-04-13,GOOGL,107.43000030517578
2023-04-14,GOOGL,108.87000274658203
2023-04-17,GOOGL,105.97000122070312
2023-04-18,GOOGL,104.5
2023-04-19,GOOGL,104.18000030517578
2023-04-20,GOOGL,105.29000091552734
2023-04-21,GOOGL,105.41000366210938
2023-04-24,GOOGL,105.97000122070312
2023-04-25,GOOGL,103.8499984741211
2023-04-26,GOOGL,103.70999908447266
2023-04-27,GOOGL,107.58999633789062
2023-04-28,GOOGL,107.33999633789062
2023-05-01,GOOGL,107.19999694824219
2023-05-02,GOOGL,105.31999969482422
2023-05-03,GOOGL,105.41000366210938
2023-05-04,GOOGL,104.69000244140625
2023-05-05,GOOGL,105.56999969482422
2023-05-08,GOOGL,107.7699966430664
2023-05-09,GOOGL,107.3499984741211
2023-05-10,GOOGL,111.75
2023-05-11,GOOGL,116.56999969482422
2023-05-12,GOOGL,117.51000213623047
2023-05-15,GOOGL,116.51000213623047
